id,salary_in_usd
0,93950.36496878619
1,169542.04303225304
2,120477.29185665949
3,40750.32026331082
4,65303.93938513699
5,71541.93100370056
6,102595.26349738053
7,38292.86920202571
8,46962.25549565261
9,179725.19906816247
10,32159.108401390884
11,192032.67085931185
12,67362.53851614459
13,36259.65316725148
14,108508.89691022149
15,41405.317818787786
16,80527.42035483653
17,207647.02473570505
18,56690.193265165595
19,110514.36305440671
20,48010.07411543207
21,61763.359733484984
22,64059.95687706971
23,159568.2436623168
24,25313.62035143981
25,25099.089694266346
26,97582.67103529182
27,180080.02828694758
28,49068.68189533781
29,86704.52389554043
30,87080.16315769803
31,120229.79710109618
32,91987.44309994404
33,68570.31447185577
34,31022.423463120278
35,67197.59789632895
36,159568.2436623168
37,16208.444062030641
38,65755.12323046046
39,175998.7316196056
40,5947.556043070852
41,9952.736393990734
42,111805.93375158211
43,169717.56237528325
44,101979.70098342295
45,193457.885944925
46,132133.9087751319
47,56623.07704219953
48,120229.79710109618
49,42681.56546356315
50,132768.8351961884
51,41145.512196287615
52,135316.3303409105
53,143107.6786580677
54,92592.87002937519
55,76334.30039534176
56,155580.31373433856
57,134142.7398402301
58,116862.99299919272
59,147528.59050264154
60,116862.99299919272
61,221845.20317107803
62,147528.59050264154
63,141086.8828627674
64,161790.8776574918
65,149185.12249480092
66,149185.12249480092
67,147528.59050264154
68,104422.6151675571
69,90107.69672141754
70,156349.53651122996
71,163959.07845993034
72,81176.46316392338
73,61693.28148789253
74,100060.94333351601
75,136665.97101819358
76,61693.28148789253
77,82776.00803521584
78,122801.99408695012
79,99601.14419430529
80,75200.48032622134
81,62092.27115542276
82,278184.0269995225
83,202304.03744980812
84,105033.24786101082
85,74734.98861286812
86,74734.98861286812
87,155580.31373433856
88,147528.59050264154
89,51853.72139458516
90,140657.09076363183
91,67451.19703485833
92,76431.35495917319
93,47270.98260232544
94,147528.59050264154
95,186219.85562382938
96,25279.11049673537
97,80370.50278976567
98,88091.46521462956
99,163954.1691090324
100,147528.59050264154
101,116862.99299919272
102,116862.99299919272
103,149185.12249480092
104,155580.31373433856
105,76220.8085040331
106,104422.6151675571
