id,salary_in_usd
0,118858.39697869662
1,146335.8354413313
2,111157.07302933898
3,55778.56299181751
4,29446.389438064904
5,121198.16734398865
6,117565.93211719283
7,57498.72049888997
8,51319.250672460585
9,173359.431184024
10,59950.78728170085
11,182917.1794564928
12,39305.5325263821
13,45159.805464852165
14,70417.70302102153
15,51170.094452752506
16,98055.3638901658
17,250980.9234071244
18,54520.709192539165
19,66563.63785188398
20,53411.87142534414
21,75376.83345642051
22,55628.58952459963
23,167176.03636280383
24,16867.897910250063
25,44142.95857476384
26,39833.68664370119
27,203989.19495024686
28,17940.619850216637
29,60320.416947120735
30,88866.48069698784
31,93282.29245026495
32,112303.6570646579
33,53161.51971158564
34,39438.46330425688
35,75997.85961466181
36,176907.4243473456
37,1941.7850737669764
38,37746.10476481938
39,214516.8574484419
40,60377.05557692448
41,19354.88251783045
42,104926.452774435
43,185954.6970522756
44,58216.46970568304
45,265662.33836225624
46,123687.65183360309
47,54701.93001753311
48,93282.29245026495
49,18984.97035802334
50,90128.64717099842
51,65540.24948142804
52,115352.05418873215
53,168322.97626000785
54,103732.43217144084
55,78839.61694153312
56,159466.06389135693
57,151326.7049202145
58,110492.1646302052
59,137331.7381987559
60,110492.1646302052
61,225142.97438193168
62,137331.7381987559
63,131941.43695918957
64,186322.25653811757
65,193148.89903827343
66,193148.89903827343
67,137331.7381987559
68,112643.29854308402
69,67657.17301028939
70,166275.0320164226
71,171747.25524753175
72,65616.99562510355
73,77822.5432332904
74,224114.16183871526
75,144369.2721950721
76,71776.78467021973
77,82277.89131077545
78,125006.15675849776
79,200196.55775724968
80,13215.520006223764
81,26635.47662607872
82,171221.0715619901
83,207334.5174646913
84,120918.20633372212
85,68027.93509094007
86,68027.93509094007
87,159466.06389135693
88,137331.7381987559
89,57466.42600944973
90,51592.50038034493
91,41522.33390935735
92,78294.48491372795
93,54922.10319506523
94,137331.7381987559
95,118146.10508444549
96,45916.86178782831
97,62959.03588167677
98,62095.492995077366
99,156211.80178123384
100,137331.7381987559
101,110492.1646302052
102,110492.1646302052
103,193148.89903827343
104,159466.06389135693
105,51220.10988869591
106,112643.29854308402
