id,salary_in_usd
0,90685.78127894858
1,212913.45275990822
2,140019.03979570192
3,75957.91925824732
4,33838.7953370138
5,78872.94649890179
6,76266.90838978907
7,54419.74945459949
8,42711.38458040644
9,166750.43209966668
10,64629.23803325786
11,169260.600844906
12,82273.02177604768
13,50300.3137441682
14,69133.9465339901
15,53791.5298543806
16,111912.17905724535
17,227673.70466993406
18,46126.575171986704
19,46333.36839033856
20,96790.84284494615
21,44225.45560188727
22,83601.22012586179
23,153618.07732680294
24,27379.537294493406
25,2314.171030809418
26,98513.60250966727
27,176548.22525715834
28,27446.524865238054
29,130745.53399313056
30,102691.54416605544
31,65393.46030953547
32,83309.9084331569
33,69225.12895878534
34,77434.0922732511
35,35330.922447279634
36,167831.83938225266
37,31901.27355709505
38,62566.72649133421
39,231614.29020992896
40,46013.53195950451
41,11750.318596417128
42,136236.7814616626
43,176767.74503145242
44,91966.4629594476
45,216891.5603609204
46,163096.79667155514
47,27448.828467506464
48,65393.46030953547
49,61993.67787814047
50,119663.8555183191
51,68625.72776389474
52,124876.59074637204
53,173529.64875919613
54,115008.20225771898
55,87050.97048850564
56,162085.3286545336
57,128524.79334002706
58,106623.63621903233
59,150871.27195231683
60,106623.63621903233
61,162360.66232507714
62,150871.27195231683
63,138902.81380194798
64,165090.7219413218
65,203202.0135596718
66,203202.0135596718
67,150871.27195231683
68,109936.1142927306
69,80458.3412473176
70,179031.71832244316
71,192548.28995084474
72,108350.7669585227
73,63264.827904074635
74,167863.58649448582
75,162838.34749867654
76,65807.59365912896
77,92814.58116694412
78,77856.14698459671
79,171642.89161002892
80,61265.40407809135
81,64666.29309663542
82,150632.25755423767
83,207629.6468391278
84,120920.91369834193
85,63430.213799330086
86,63430.213799330086
87,162085.3286545336
88,150871.27195231683
89,50439.8781399795
90,69988.76540813924
91,54755.06338699417
92,118731.31158803213
93,72064.26613020364
94,150871.27195231683
95,124123.40295004276
96,83383.41435506927
97,89663.59043191993
98,73796.6292829074
99,150086.17705184873
100,150871.27195231683
101,106623.63621903233
102,106623.63621903233
103,203202.0135596718
104,162085.3286545336
105,61188.64984442344
106,109936.1142927306
