id,salary_in_usd
0,41746.39971263109
1,269145.99747757736
2,127560.74924184651
3,78781.1424017699
4,66511.43078793146
5,47049.12548272621
6,50432.896984132145
7,40338.070854677404
8,24435.256826700723
9,162264.77587319005
10,33998.03658889595
11,173051.2047959265
12,86115.80860474278
13,38054.161251334255
14,72978.24082749196
15,60237.23951745462
16,92944.68979597888
17,134524.31231061483
18,38488.45628449779
19,74776.40447176466
20,124910.46208470565
21,40338.070854677404
22,72736.09244715898
23,168083.3127432974
24,14298.373924747028
25,8867.185105840183
26,96442.25589346024
27,255149.67790499062
28,62146.22654045286
29,77767.29582836002
30,46109.05140898819
31,128765.4380432962
32,73724.80839666116
33,24964.863766613995
34,33735.33146466102
35,45456.249889144136
36,168083.3127432974
37,42635.27382821244
38,40048.61114020073
39,204145.63520832048
40,24541.142815426552
41,23184.607889224397
42,127560.74924184651
43,173051.2047959265
44,96442.25589346024
45,188550.77183399492
46,201164.67260247312
47,27440.68969339341
48,128765.4380432962
49,38260.901057682866
50,118736.9260667283
51,49203.42470745966
52,136013.07272770602
53,201164.67260247312
54,95887.12124580401
55,82024.54379095678
56,160466.53355047217
57,95887.12124580401
58,112056.03970638847
59,145484.4617791601
60,112056.03970638847
61,179893.05819354506
62,145484.4617791601
63,145484.4617791601
64,175804.86689481532
65,168083.3127432974
66,168083.3127432974
67,145484.4617791601
68,112056.03970638847
69,88065.10074167904
70,160616.9103802966
71,162264.77587319005
72,120506.6981996933
73,86115.80860474278
74,97579.27236245992
75,201164.67260247312
76,86115.80860474278
77,82024.54379095678
78,88854.79891201884
79,134524.31231061483
80,30453.081094930352
81,41502.006791260916
82,171659.21126796128
83,162264.77587319005
84,95887.12124580401
85,72469.43110041368
86,72469.43110041368
87,160466.53355047217
88,145484.4617791601
89,32412.552021188
90,99196.78010058796
91,64785.80212482489
92,99468.39917601873
93,12380.74325420871
94,145484.4617791601
95,128765.4380432962
96,84995.30330283204
97,82552.2048158554
98,43680.11512942791
99,156048.18275357867
100,145484.4617791601
101,112056.03970638847
102,112056.03970638847
103,168083.3127432974
104,160466.53355047217
105,36307.860486688776
106,112056.03970638847
