id,salary_in_usd
0,110516.29549258912
1,148277.9830127808
2,128072.87880364143
3,85343.29559872068
4,39083.31135157169
5,76001.80955498412
6,88398.800375507
7,34091.5357951367
8,52388.96796617321
9,160671.50172304988
10,67419.49014819355
11,169489.7230348677
12,78587.91443378697
13,22006.724285713062
14,100433.86256299431
15,49181.12584602694
16,100808.1609331749
17,151586.8343300689
18,38900.67572986254
19,33779.81133249105
20,61460.076960474915
21,49169.99747914156
22,86162.44121990765
23,198918.76282843744
24,14254.650825779623
25,49850.719310938664
26,89054.30137958944
27,216171.97927037283
28,50287.11882632762
29,105521.01915296318
30,102299.12501528539
31,100392.14501191278
32,63798.54447880815
33,74036.80424139102
34,40932.42255366742
35,70387.67216108814
36,168218.7791624689
37,15083.582378617619
38,62166.86145977833
39,230719.31427032233
40,40487.92303301567
41,6930.511949357752
42,128566.51077857586
43,166627.92290114923
44,75915.19188653227
45,283611.7077975987
46,136333.0639146518
47,46942.38915821776
48,100392.14501191278
49,17720.70255306273
50,118337.21005430454
51,36204.89670487179
52,144232.68825823977
53,137820.2574904957
54,112844.29583428167
55,75297.35086775069
56,156851.47272529601
57,153411.97680526442
58,111361.98554535564
59,148083.132653285
60,111361.98554535564
61,225554.74839116778
62,148083.132653285
63,148083.132653285
64,167340.6728493945
65,177307.74173543262
66,177307.74173543262
67,148083.132653285
68,108217.9575478521
69,80030.1909539733
70,193831.66153833765
71,160495.74273474177
72,89925.75243052791
73,68812.39944144369
74,102768.46570857712
75,137820.2574904957
76,57219.18209164653
77,77011.89473281971
78,120188.10619745599
79,137831.58628928955
80,38749.74435926695
81,34361.99764075493
82,294882.1373988946
83,183653.35950793806
84,115988.3238317852
85,73434.51880582713
86,73434.51880582713
87,156851.47272529601
88,148083.132653285
89,32825.88445603041
90,82381.99341817046
91,34440.9900775012
92,83598.32986471025
93,59773.11261374337
94,148083.132653285
95,130389.23784371818
96,45562.237324427595
97,78508.93923608596
98,69925.47185546243
99,171405.12727450804
100,148083.132653285
101,111361.98554535564
102,111361.98554535564
103,177307.74173543262
104,156851.47272529601
105,51780.97232448471
106,108217.9575478521
