id,salary_in_usd
0,107208.86477255981
1,174047.18267912808
2,125077.6793789037
3,32419.216364867203
4,79881.60700210088
5,59925.42741613456
6,87914.66160804052
7,38588.06878846103
8,120642.28946415138
9,170917.12296020502
10,63789.87113157278
11,160684.39202287208
12,66788.65495259901
13,98271.06199107275
14,108983.38109320619
15,36599.40010725336
16,109475.9335448405
17,175909.89720081323
18,51964.532768577
19,100667.68110616079
20,124579.69616393211
21,57461.76622922393
22,113882.78877940784
23,121648.84881861827
24,22106.745517384275
25,20793.747716772083
26,85956.93858601528
27,200371.50209394062
28,40187.22527683452
29,80116.3042684158
30,89626.90675365807
31,96001.12425455026
32,60372.34678193563
33,66885.95985967043
34,51355.043042204685
35,44418.021644779015
36,210340.00515679744
37,16887.111365621637
38,59564.95328970279
39,161586.32522603084
40,61865.493652148
41,45514.83801263728
42,115896.54881471541
43,147497.68806266156
44,80671.29059828089
45,130490.42779491411
46,102373.04962748401
47,48775.990941265285
48,96001.12425455026
49,32857.00031510073
50,90305.62026872962
51,144770.98254483115
52,121780.74276904947
53,178541.17162440316
54,109255.53311857932
55,67203.6661187041
56,158763.61668106433
57,117117.3335405812
58,109593.49250594965
59,148011.8129284297
60,109593.49250594965
61,247814.09397534013
62,148011.8129284297
63,136924.51197085442
64,178409.73573757493
65,176297.68501533047
66,176297.68501533047
67,148011.8129284297
68,103509.8857705674
69,80275.94753839403
70,142235.2615918959
71,185246.96984962828
72,103753.58241078732
73,79099.2893573082
74,89327.88811839776
75,135940.69425020338
76,67692.60075149458
77,93199.50494437167
78,100023.66119739978
79,215857.7371491656
80,50076.42813628821
81,48186.57515959727
82,127562.3193541419
83,209469.31388444157
84,117117.3335405812
85,66645.16813624403
86,66645.16813624403
87,158763.61668106433
88,148011.8129284297
89,54057.112911551165
90,106343.67817079836
91,152307.42140055945
92,86806.29275160613
93,35994.07081005203
94,148011.8129284297
95,115707.94076785233
96,50258.407347796376
97,80577.82442591057
98,64277.397748975556
99,166478.95970050473
100,148011.8129284297
101,109593.49250594965
102,109593.49250594965
103,176297.68501533047
104,158763.61668106433
105,49280.91445094341
106,103509.8857705674
