id,salary_in_usd
0,192459.2
1,146400.0
2,121800.0
3,72436.8
4,35203.8
5,60755.6
6,61320.6
7,46548.6
8,79549.2
9,135600.0
10,30673.8
11,130200.0
12,58589.8
13,70027.6
14,71379.8
15,61579.8
16,54131.0
17,200400.0
18,106727.4
19,69549.2
20,126611.6
21,73644.6
22,100898.4
23,259000.0
24,49712.6
25,135718.0
26,163200.0
27,124400.0
28,89549.2
29,71850.4
30,139017.4
31,135080.0
32,64333.4
33,137800.0
34,90970.0
35,71176.2
36,153796.6
37,56451.4
38,93756.8
39,259000.0
40,40094.2
41,30695.2
42,126700.0
43,219100.0
44,198100.0
45,312000.0
46,129369.8
47,73858.0
48,135080.0
49,62372.8
50,150200.0
51,70027.6
52,122760.0
53,124150.0
54,106985.2
55,82452.4
56,182800.0
57,100961.8
58,126146.8
59,120950.0
60,126146.8
61,312000.0
62,120950.0
63,139434.0
64,192459.2
65,174874.8
66,174874.8
67,120950.0
68,105533.2
69,64129.6
70,169652.0
71,171440.0
72,86652.0
73,74742.0
74,61200.0
75,110299.8
76,76940.4
77,83761.2
78,107733.2
79,184800.0
80,37351.8
81,23703.0
82,107815.0
83,160151.4
84,132461.8
85,65438.4
86,65438.4
87,182800.0
88,120950.0
89,76029.2
90,80425.4
91,43244.4
92,64164.0
93,98729.2
94,120950.0
95,135856.0
96,62706.4
97,79311.4
98,54430.4
99,200540.0
100,120950.0
101,126146.8
102,126146.8
103,174874.8
104,182800.0
105,54430.4
106,105533.2
