id,salary_in_usd
0,87449.0495647583
1,143751.75312654115
2,123737.0259002838
3,64931.437199035645
4,71105.98341600037
5,83133.26779977417
6,125286.55971185304
7,41264.31296769714
8,63005.037517944336
9,167198.9760889206
10,23777.12905398941
11,177016.22614328004
12,79779.5637306366
13,24421.47407952881
14,78558.25220624542
15,40330.316593566895
16,105342.9096340332
17,153575.00389520265
18,56886.17846337891
19,82867.78886071777
20,98836.60191194151
21,70555.20631352997
22,96990.30083982086
23,146046.50588075258
24,20328.647350708008
25,35704.92997256851
26,99238.3888591919
27,200914.95119897465
28,54212.81141320801
29,147548.40252153017
30,103959.13299028017
31,112413.76609651184
32,95864.49411431883
33,72770.14650861359
34,46878.7605022583
35,68159.0301708374
36,146046.50588075258
37,52160.24293653107
38,76420.28398171997
39,185060.25445596315
40,45967.58223382568
41,49135.694649139405
42,128512.59383241272
43,188156.8048690949
44,84707.01807061768
45,220589.2185424957
46,115989.5358451996
47,62823.19177285767
48,112413.76609651184
49,43610.65962354279
50,133471.37068597414
51,60933.78603116608
52,117243.674656542
53,141159.97545209713
54,94673.93397489376
55,73299.04857579804
56,157121.74761239626
57,179306.90677873231
58,118291.8699993286
59,141446.5970606003
60,118291.8699993286
61,206047.69002763368
62,141446.5970606003
63,131912.48495523073
64,183943.2276262436
65,178544.3553928528
66,178544.3553928528
67,141446.5970606003
68,109614.6577037964
69,90460.41059438324
70,128870.26081434076
71,168213.6168741379
72,87869.48487821406
73,59227.44937364197
74,80906.96206704712
75,118782.08282438104
76,64567.79309312439
77,74717.04927674866
78,111752.3606723938
79,176618.8359131012
80,40715.93886224365
81,58480.14202539063
82,180874.5426410828
83,204095.264122406
84,115330.1286655981
85,69681.57869378662
86,69681.57869378662
87,157121.74761239626
88,141446.5970606003
89,74321.56730691528
90,81512.04083673096
91,68382.47851983643
92,77868.81819573975
93,60321.08116952515
94,141446.5970606003
95,189047.05709878544
96,69151.86656610107
97,77651.62424890137
98,65676.29802934265
99,165500.98187295534
100,141446.5970606003
101,118291.8699993286
102,118291.8699993286
103,178544.3553928528
104,157121.74761239626
105,60958.36902848816
106,109614.6577037964
